Calories,Gender,Age,Duration,Heart_Rate,Body_Temp
10.0,0,69,2.0,88.0,38.4
28.0,1,29,9.0,86.0,39.5
158.0,0,59,25.0,103.0,41.0
192.0,1,77,24.0,103.0,40.7
108.0,1,23,20.0,104.0,40.2
60.0,0,39,12.0,95.0,40.4
12.0,1,72,3.0,81.0,39.0
54.0,1,40,14.0,89.0,40.1
146.0,0,29,24.0,106.0,40.8
28.0,1,31,6.0,92.0,39.3
87.0,1,20,22.0,97.0,40.5
157.0,0,22,25.0,109.0,40.6
111.0,0,23,21.0,99.0,40.5
76.0,1,53,16.0,90.0,40.1
107.0,1,49,16.0,103.0,40.3
110.0,1,25,19.0,107.0,40.5
163.0,0,47,27.0,103.0,40.9
106.0,0,63,16.0,104.0,40.1
90.0,1,46,17.0,95.0,40.1
119.0,0,20,20.0,105.0,40.5
129.0,0,52,21.0,102.0,40.4
38.0,0,29,9.0,89.0,40.0
151.0,0,30,24.0,105.0,41.0
115.0,0,40,20.0,101.0,40.7
167.0,0,64,26.0,106.0,40.9
122.0,0,28,22.0,104.0,40.7
34.0,1,21,10.0,90.0,39.9
70.0,0,61,14.0,91.0,40.2
9.0,0,73,2.0,87.0,38.5
31.0,1,64,7.0,85.0,39.8
30.0,0,30,7.0,88.0,39.3
166.0,0,49,26.0,104.0,40.7
126.0,0,51,23.0,97.0,40.5
70.0,0,33,12.0,102.0,40.0
65.0,0,68,14.0,85.0,40.2
55.0,1,33,12.0,94.0,40.1
69.0,0,30,16.0,89.0,40.4
77.0,0,57,15.0,94.0,40.4
142.0,0,21,24.0,106.0,40.7
128.0,1,28,22.0,105.0,40.8
168.0,1,37,26.0,107.0,40.8
225.0,0,60,30.0,115.0,40.9
35.0,0,21,8.0,91.0,39.8
31.0,0,55,8.0,80.0,39.7
7.0,0,38,2.0,82.0,37.8
73.0,1,53,14.0,92.0,40.1
169.0,0,44,25.0,110.0,40.7
9.0,0,20,3.0,77.0,38.6
51.0,0,37,12.0,87.0,39.9
152.0,0,48,26.0,102.0,40.9
109.0,1,28,20.0,104.0,40.2
88.0,0,38,16.0,100.0,39.9
154.0,0,56,26.0,100.0,40.9
12.0,0,24,3.0,88.0,38.8
192.0,0,22,30.0,111.0,40.6
104.0,1,69,18.0,91.0,40.0
15.0,0,41,4.0,83.0,39.0
132.0,1,67,20.0,101.0,40.6
81.0,0,20,17.0,94.0,40.3
10.0,1,25,4.0,84.0,38.9
113.0,0,26,23.0,97.0,40.7
29.0,1,24,9.0,91.0,39.6
21.0,1,72,5.0,79.0,39.0
104.0,0,59,19.0,97.0,40.1
112.0,1,46,17.0,103.0,40.4
51.0,1,53,11.0,90.0,39.7
133.0,1,29,23.0,104.0,40.6
214.0,1,40,26.0,116.0,40.9
172.0,0,32,27.0,107.0,40.4
100.0,0,48,21.0,92.0,40.3
52.0,0,69,10.0,91.0,39.6
45.0,0,21,11.0,88.0,40.0
149.0,0,43,23.0,106.0,40.7
119.0,0,49,22.0,96.0,40.7
119.0,1,63,18.0,98.0,40.6
66.0,1,54,11.0,96.0,39.9
149.0,1,54,26.0,96.0,40.7
81.0,1,56,15.0,95.0,39.9
17.0,1,50,4.0,87.0,38.9
16.0,0,24,4.0,87.0,38.8
91.0,1,38,16.0,97.0,40.4
82.0,0,26,16.0,98.0,40.2
167.0,1,28,29.0,104.0,40.8
228.0,0,54,30.0,113.0,41.1
54.0,0,27,13.0,87.0,39.9
188.0,1,67,27.0,101.0,40.8
121.0,0,27,18.0,111.0,40.4
4.0,0,74,1.0,83.0,37.8
209.0,1,38,30.0,111.0,40.9
18.0,0,30,4.0,90.0,39.0
74.0,0,67,14.0,93.0,39.9
128.0,1,35,20.0,105.0,40.5
23.0,1,34,7.0,84.0,39.2
63.0,0,26,14.0,92.0,40.2
59.0,1,23,16.0,92.0,40.4
183.0,1,56,25.0,105.0,40.5
159.0,0,69,24.0,104.0,40.9
169.0,1,53,24.0,105.0,40.8
15.0,0,36,4.0,83.0,38.9
45.0,1,75,10.0,84.0,39.6
59.0,0,22,13.0,93.0,39.8
88.0,0,69,15.0,98.0,40.0
10.0,1,20,4.0,86.0,38.6
9.0,0,63,2.0,86.0,38.7
139.0,0,23,24.0,105.0,40.8
176.0,1,44,27.0,104.0,40.7
73.0,0,36,13.0,101.0,39.9
36.0,1,63,7.0,87.0,39.7
23.0,1,78,4.0,85.0,38.6
206.0,0,52,29.0,111.0,40.8
143.0,0,57,23.0,102.0,40.5
4.0,0,65,1.0,79.0,37.9
32.0,0,27,8.0,86.0,39.5
23.0,1,60,5.0,87.0,39.4
25.0,1,69,4.0,93.0,38.8
127.0,0,21,20.0,110.0,40.7
142.0,1,28,23.0,107.0,40.5
170.0,0,22,28.0,107.0,40.8
187.0,0,75,29.0,102.0,40.8
179.0,1,22,28.0,111.0,40.8
47.0,0,27,10.0,92.0,40.2
37.0,0,26,10.0,85.0,39.9
90.0,0,25,16.0,105.0,40.3
183.0,0,52,26.0,110.0,40.8
32.0,0,46,8.0,84.0,39.8
156.0,1,43,23.0,106.0,40.6
16.0,0,30,4.0,86.0,39.0
108.0,1,62,17.0,96.0,39.9
157.0,1,36,23.0,110.0,40.7
139.0,0,31,22.0,108.0,40.6
24.0,1,21,7.0,91.0,39.3
31.0,0,61,8.0,82.0,39.4
92.0,0,28,15.0,105.0,39.9
2.0,0,30,1.0,67.0,38.1
64.0,1,70,12.0,88.0,40.3
41.0,1,66,8.0,89.0,39.9
188.0,0,51,29.0,107.0,41.1
20.0,0,20,5.0,85.0,39.3
64.0,1,26,18.0,93.0,40.7
38.0,0,24,8.0,95.0,39.5
15.0,1,62,3.0,86.0,38.2
169.0,1,37,27.0,103.0,40.7
165.0,0,28,26.0,107.0,40.9
53.0,1,22,15.0,93.0,40.6
14.0,0,30,5.0,75.0,39.3
2.0,1,37,1.0,76.0,37.7
58.0,0,52,12.0,91.0,40.2
49.0,1,45,8.0,99.0,39.7
117.0,0,73,19.0,98.0,40.4
49.0,0,38,14.0,82.0,40.5
154.0,1,75,22.0,97.0,40.7
89.0,1,40,19.0,92.0,40.5
124.0,0,27,22.0,102.0,40.9
19.0,1,56,5.0,81.0,39.0
39.0,0,35,8.0,95.0,39.7
10.0,0,21,3.0,81.0,38.7
56.0,0,23,15.0,86.0,39.9
121.0,0,24,24.0,97.0,40.6
102.0,0,40,20.0,97.0,40.5
3.0,0,28,1.0,81.0,37.7
87.0,0,39,17.0,95.0,40.4
41.0,0,34,8.0,96.0,39.7
196.0,0,63,29.0,106.0,40.8
158.0,1,38,23.0,108.0,40.3
34.0,1,59,7.0,89.0,39.4
120.0,0,22,22.0,99.0,40.7
141.0,1,25,28.0,102.0,40.8
30.0,1,38,6.0,97.0,39.5
67.0,0,30,14.0,94.0,40.2
208.0,1,57,26.0,105.0,41.0
151.0,0,48,23.0,106.0,40.4
78.0,0,45,13.0,102.0,40.1
113.0,1,77,17.0,92.0,40.1
8.0,0,42,2.0,85.0,38.2
56.0,0,23,14.0,86.0,40.3
46.0,0,37,9.0,95.0,39.9
34.0,0,22,8.0,90.0,39.3
31.0,1,36,8.0,90.0,39.5
62.0,0,21,16.0,89.0,40.2
34.0,0,62,8.0,84.0,39.6
52.0,0,41,11.0,91.0,39.8
125.0,0,57,21.0,100.0,40.5
50.0,0,31,10.0,95.0,40.0
99.0,0,35,17.0,101.0,40.4
64.0,0,54,13.0,93.0,40.0
83.0,0,37,19.0,89.0,40.1
9.0,1,38,3.0,82.0,38.7
84.0,0,26,17.0,95.0,40.4
41.0,0,78,8.0,88.0,39.8
160.0,0,62,27.0,98.0,40.6
4.0,0,21,1.0,86.0,37.3
51.0,1,77,9.0,88.0,39.9
55.0,0,28,12.0,92.0,39.9
185.0,1,20,29.0,113.0,40.9
26.0,1,45,8.0,82.0,39.6
138.0,0,35,24.0,102.0,40.6
154.0,1,49,22.0,106.0,40.8
206.0,0,75,30.0,104.0,40.9
156.0,0,58,24.0,104.0,40.3
70.0,0,44,12.0,100.0,40.1
88.0,1,53,15.0,98.0,40.2
74.0,0,35,13.0,101.0,39.8
104.0,0,32,17.0,105.0,40.0
41.0,0,21,11.0,84.0,39.9
42.0,0,70,8.0,93.0,39.5
155.0,1,78,21.0,100.0,40.5
166.0,0,37,26.0,108.0,40.7
41.0,1,20,15.0,88.0,40.3
203.0,0,23,30.0,112.0,40.9
90.0,1,46,16.0,98.0,39.9
2.0,0,22,1.0,73.0,37.5
90.0,1,54,14.0,101.0,40.2
58.0,1,22,14.0,94.0,40.0
116.0,0,35,21.0,99.0,40.4
34.0,0,46,7.0,92.0,39.4
65.0,1,22,14.0,98.0,40.2
161.0,0,65,24.0,105.0,40.8
150.0,1,35,25.0,105.0,40.6
8.0,1,45,2.0,87.0,38.4
155.0,0,33,27.0,102.0,40.6
230.0,1,78,28.0,104.0,41.1
195.0,0,77,28.0,106.0,40.9
150.0,0,24,25.0,106.0,40.8
141.0,1,55,21.0,100.0,40.6
136.0,1,59,19.0,104.0,41.0
66.0,1,33,14.0,94.0,40.1
30.0,0,75,6.0,90.0,39.2
47.0,0,31,10.0,91.0,40.0
125.0,1,31,23.0,100.0,40.9
67.0,1,37,14.0,97.0,40.3
153.0,1,45,24.0,104.0,40.5
161.0,0,42,25.0,106.0,41.1
129.0,1,46,20.0,104.0,40.4
38.0,1,20,11.0,92.0,40.1
22.0,1,25,10.0,83.0,39.7
183.0,0,21,27.0,113.0,40.7
105.0,0,44,24.0,88.0,40.9
7.0,0,59,2.0,77.0,38.3
29.0,0,56,6.0,88.0,39.3
89.0,0,25,18.0,95.0,40.8
69.0,1,29,15.0,97.0,40.1
22.0,0,34,5.0,89.0,39.2
183.0,1,71,24.0,102.0,40.9
56.0,1,41,11.0,96.0,39.8
201.0,1,32,29.0,112.0,40.5
8.0,1,35,4.0,79.0,38.8
91.0,1,66,15.0,94.0,40.3
149.0,0,20,23.0,111.0,40.7
17.0,0,27,5.0,82.0,39.1
27.0,0,47,6.0,89.0,39.5
34.0,0,44,8.0,87.0,39.9
214.0,0,30,29.0,117.0,40.7
42.0,0,55,9.0,90.0,39.7
148.0,1,55,24.0,97.0,40.8
92.0,0,79,16.0,94.0,40.5
146.0,1,75,22.0,97.0,40.6
162.0,0,52,25.0,105.0,40.7
112.0,1,50,15.0,108.0,40.0
106.0,1,67,15.0,100.0,40.2
120.0,1,20,23.0,101.0,40.7
99.0,0,26,19.0,99.0,40.6
111.0,1,23,21.0,105.0,40.2
27.0,0,33,6.0,90.0,39.3
34.0,0,29,9.0,84.0,39.5
96.0,1,31,21.0,94.0,40.6
139.0,1,48,21.0,102.0,40.4
166.0,1,59,24.0,101.0,40.8
5.0,1,78,1.0,79.0,37.6
16.0,0,45,4.0,84.0,38.7
66.0,0,71,12.0,93.0,40.1
167.0,1,31,27.0,107.0,40.7
33.0,0,46,8.0,83.0,39.4
73.0,0,28,14.0,98.0,40.4
180.0,0,32,27.0,110.0,40.7
3.0,1,31,1.0,84.0,37.5
77.0,1,32,16.0,98.0,40.3
9.0,0,63,3.0,73.0,38.6
53.0,0,71,9.0,97.0,39.6
102.0,1,63,15.0,101.0,40.5
134.0,0,33,23.0,104.0,40.8
103.0,1,22,21.0,103.0,40.4
181.0,0,59,26.0,108.0,40.9
166.0,1,54,24.0,103.0,40.2
174.0,1,73,24.0,102.0,41.1
6.0,0,21,2.0,78.0,38.1
95.0,0,52,18.0,95.0,40.6
101.0,1,36,19.0,98.0,40.6
93.0,0,23,18.0,96.0,40.2
184.0,0,30,30.0,106.0,40.8
131.0,1,25,23.0,105.0,41.0
56.0,1,73,10.0,87.0,40.0
133.0,0,25,21.0,107.0,40.5
69.0,0,20,15.0,94.0,40.1
89.0,1,63,16.0,92.0,40.2
82.0,0,42,17.0,91.0,40.5
108.0,1,30,25.0,94.0,41.0
154.0,0,31,26.0,104.0,40.8
57.0,0,21,12.0,96.0,40.0
123.0,0,29,25.0,94.0,40.7
76.0,1,46,16.0,94.0,40.1
63.0,0,51,15.0,87.0,40.5
154.0,0,32,24.0,109.0,40.8
25.0,1,30,8.0,87.0,39.6
57.0,1,23,15.0,93.0,40.6
93.0,1,45,16.0,97.0,39.9
130.0,1,71,18.0,102.0,40.3
116.0,0,29,21.0,100.0,40.5
54.0,0,32,13.0,86.0,39.9
69.0,1,43,13.0,95.0,40.0
122.0,0,58,19.0,104.0,40.5
109.0,0,46,19.0,101.0,40.5
81.0,1,51,14.0,94.0,40.1
134.0,0,77,19.0,107.0,40.5
62.0,1,33,11.0,101.0,40.0
5.0,1,20,4.0,78.0,38.7
124.0,1,33,23.0,100.0,41.3
104.0,1,55,17.0,97.0,40.5
12.0,1,21,5.0,86.0,39.4
247.0,1,50,29.0,116.0,41.2
30.0,0,22,7.0,90.0,39.3
76.0,1,30,14.0,101.0,39.9
93.0,1,51,15.0,99.0,40.2
13.0,1,52,4.0,80.0,38.9
91.0,1,67,15.0,93.0,40.5
160.0,0,38,25.0,107.0,40.6
6.0,0,24,2.0,79.0,38.1
33.0,0,77,7.0,87.0,39.8
130.0,1,76,17.0,101.0,40.1
31.0,1,29,8.0,91.0,39.6
57.0,0,33,12.0,93.0,40.3
88.0,1,38,15.0,101.0,40.0
180.0,0,31,27.0,112.0,41.0
14.0,0,67,4.0,76.0,38.8
23.0,1,37,7.0,86.0,39.3
21.0,0,23,5.0,88.0,39.4
27.0,1,45,6.0,90.0,39.7
77.0,0,21,17.0,93.0,40.4
91.0,0,26,20.0,92.0,40.3
30.0,0,41,7.0,88.0,39.4
158.0,0,57,24.0,107.0,40.6
53.0,1,37,11.0,94.0,39.7
140.0,1,23,28.0,102.0,41.1
18.0,0,31,5.0,80.0,39.2
66.0,1,61,12.0,92.0,39.9
98.0,1,20,25.0,94.0,40.8
70.0,0,39,13.0,101.0,40.2
205.0,0,73,27.0,111.0,41.0
23.0,1,35,5.0,93.0,39.4
148.0,0,25,24.0,107.0,40.2
187.0,0,68,28.0,105.0,41.1
138.0,0,21,24.0,103.0,40.3
180.0,1,20,26.0,116.0,40.9
113.0,1,47,19.0,99.0,40.4
13.0,1,24,4.0,86.0,39.2
147.0,1,38,23.0,106.0,41.0
91.0,0,41,16.0,101.0,40.2
19.0,0,24,5.0,87.0,39.2
79.0,1,79,13.0,88.0,39.9
123.0,1,65,18.0,100.0,40.0
36.0,1,77,7.0,85.0,39.5
146.0,1,37,26.0,101.0,40.6
118.0,0,45,19.0,104.0,40.5
13.0,1,49,3.0,86.0,39.0
87.0,0,21,21.0,91.0,41.0
82.0,1,37,18.0,95.0,40.3
90.0,1,42,18.0,94.0,40.3
36.0,1,35,12.0,85.0,40.0
42.0,1,68,8.0,87.0,39.6
8.0,0,39,2.0,88.0,38.3
129.0,1,49,23.0,97.0,41.0
167.0,0,49,25.0,108.0,40.3
8.0,0,77,2.0,81.0,38.3
18.0,0,28,5.0,83.0,38.8
76.0,0,24,16.0,94.0,40.2
179.0,0,49,25.0,112.0,40.9
11.0,0,47,3.0,79.0,38.5
56.0,0,43,11.0,95.0,39.7
66.0,1,63,11.0,95.0,39.6
47.0,1,29,13.0,91.0,40.0
43.0,1,66,9.0,85.0,39.3
28.0,0,58,6.0,89.0,39.1
3.0,0,32,1.0,77.0,37.7
193.0,1,50,25.0,109.0,40.9
71.0,0,36,13.0,99.0,40.1
57.0,0,33,12.0,93.0,39.9
65.0,0,34,12.0,99.0,39.9
81.0,0,78,15.0,91.0,39.9
31.0,0,44,7.0,88.0,39.8
75.0,0,40,15.0,93.0,40.0
217.0,0,59,29.0,114.0,41.1
92.0,1,32,17.0,101.0,40.0
217.0,1,68,26.0,110.0,40.7
102.0,0,20,20.0,97.0,40.5
59.0,1,73,10.0,90.0,39.6
90.0,1,45,16.0,98.0,40.2
138.0,0,72,20.0,107.0,40.4
72.0,1,61,11.0,96.0,39.7
126.0,0,20,22.0,104.0,40.7
36.0,1,25,11.0,87.0,39.9
144.0,0,28,25.0,101.0,40.7
163.0,1,40,28.0,101.0,41.1
134.0,0,21,26.0,98.0,40.6
104.0,1,29,17.0,105.0,40.3
156.0,0,20,24.0,110.0,40.7
83.0,0,69,14.0,98.0,40.2
54.0,0,56,10.0,96.0,39.8
64.0,1,24,18.0,91.0,40.2
17.0,0,40,4.0,87.0,38.4
54.0,1,61,12.0,86.0,39.9
24.0,0,56,6.0,81.0,38.9
189.0,0,63,29.0,104.0,40.4
53.0,0,60,10.0,95.0,40.0
6.0,0,50,2.0,77.0,38.4
181.0,0,75,26.0,109.0,40.8
104.0,1,31,18.0,103.0,40.1
12.0,1,40,5.0,79.0,39.3
142.0,0,22,24.0,105.0,40.9
29.0,0,37,6.0,92.0,39.1
211.0,1,47,28.0,111.0,40.5
231.0,0,57,30.0,116.0,41.0
44.0,1,59,9.0,88.0,39.9
85.0,0,28,17.0,96.0,40.2
84.0,1,50,15.0,96.0,40.1
42.0,1,22,16.0,85.0,40.4
68.0,1,44,14.0,95.0,40.4
39.0,0,44,9.0,87.0,39.2
73.0,1,78,11.0,94.0,39.6
121.0,1,25,23.0,100.0,40.4
15.0,1,24,6.0,85.0,39.7
7.0,0,22,2.0,82.0,38.2
4.0,0,38,1.0,82.0,37.8
83.0,0,52,16.0,93.0,40.2
30.0,1,48,8.0,84.0,39.6
31.0,0,45,7.0,89.0,39.7
181.0,1,43,28.0,106.0,40.9
155.0,1,55,26.0,95.0,41.0
3.0,0,75,1.0,73.0,37.3
19.0,1,62,4.0,87.0,38.7
7.0,0,25,2.0,84.0,38.3
129.0,0,50,22.0,100.0,40.6
136.0,0,37,23.0,102.0,40.6
135.0,1,25,22.0,104.0,40.6
39.0,0,44,8.0,91.0,39.5
68.0,1,22,18.0,91.0,40.5
19.0,1,24,6.0,88.0,39.2
75.0,0,59,14.0,94.0,40.2
98.0,0,64,16.0,100.0,40.5
156.0,1,64,19.0,108.0,40.4
86.0,1,65,13.0,97.0,39.9
134.0,1,55,20.0,100.0,40.6
12.0,1,27,8.0,77.0,39.7
90.0,1,32,19.0,95.0,40.6
186.0,1,27,29.0,111.0,41.1
102.0,0,39,18.0,100.0,40.1
78.0,0,23,16.0,94.0,40.1
107.0,0,41,20.0,96.0,40.4
43.0,1,61,9.0,88.0,39.5
101.0,1,25,19.0,99.0,40.4
175.0,1,25,26.0,112.0,40.8
128.0,1,27,25.0,101.0,40.8
64.0,0,53,14.0,87.0,40.2
24.0,1,36,8.0,82.0,39.4
37.0,0,22,7.0,98.0,39.5
177.0,1,70,21.0,106.0,40.7
50.0,0,51,9.0,98.0,39.8
162.0,1,56,21.0,107.0,40.7
14.0,0,40,4.0,81.0,38.9
8.0,1,71,2.0,80.0,38.2
49.0,1,36,13.0,89.0,40.0
238.0,1,47,29.0,116.0,41.1
136.0,0,28,21.0,110.0,40.5
45.0,0,55,10.0,86.0,39.9
75.0,0,28,17.0,90.0,40.5
147.0,0,20,25.0,107.0,40.8
32.0,0,22,9.0,85.0,39.8
134.0,1,28,22.0,106.0,40.3
79.0,0,23,15.0,99.0,40.3
44.0,1,23,15.0,89.0,40.0
123.0,1,70,19.0,97.0,40.6
14.0,0,60,3.0,88.0,38.9
144.0,0,34,25.0,100.0,40.9
17.0,0,27,4.0,90.0,39.0
136.0,0,20,21.0,112.0,40.9
86.0,1,37,16.0,98.0,40.4
122.0,1,24,24.0,102.0,40.6
68.0,0,25,14.0,95.0,40.5
166.0,1,79,22.0,99.0,40.6
33.0,1,30,10.0,88.0,40.1
206.0,0,35,29.0,115.0,41.1
161.0,0,56,25.0,104.0,40.2
191.0,1,26,30.0,106.0,40.6
59.0,0,33,12.0,93.0,39.8
45.0,1,58,8.0,91.0,39.5
60.0,0,28,12.0,96.0,40.5
188.0,0,30,28.0,111.0,41.0
63.0,0,24,15.0,89.0,40.1
86.0,0,52,15.0,97.0,40.1
22.0,0,57,5.0,86.0,39.5
190.0,1,68,21.0,111.0,40.9
55.0,1,39,14.0,88.0,40.2
44.0,1,50,11.0,85.0,40.1
19.0,0,50,5.0,81.0,39.2
24.0,0,33,6.0,84.0,39.1
153.0,0,63,25.0,101.0,40.8
61.0,0,58,11.0,97.0,40.1
185.0,1,59,27.0,102.0,41.0
43.0,0,20,9.0,96.0,39.5
192.0,0,70,27.0,109.0,40.4
179.0,1,71,22.0,104.0,40.6
110.0,0,37,18.0,104.0,40.5
14.0,0,33,4.0,83.0,39.0
207.0,1,28,30.0,111.0,41.0
84.0,1,25,19.0,96.0,40.5
129.0,0,69,20.0,104.0,40.4
5.0,1,23,4.0,76.0,38.9
29.0,1,60,5.0,95.0,39.1
171.0,1,55,23.0,108.0,41.0
88.0,0,29,17.0,99.0,40.1
89.0,0,30,19.0,92.0,40.3
236.0,1,50,30.0,113.0,40.8
75.0,1,36,17.0,93.0,40.6
80.0,1,35,17.0,95.0,40.3
32.0,1,38,8.0,87.0,39.7
146.0,0,40,26.0,101.0,41.2
17.0,0,50,4.0,85.0,39.2
148.0,1,26,25.0,107.0,40.3
99.0,1,23,22.0,99.0,40.7
124.0,0,78,18.0,104.0,40.1
249.0,1,69,28.0,112.0,40.9
6.0,1,25,2.0,89.0,37.6
27.0,0,69,6.0,85.0,39.2
5.0,1,33,2.0,83.0,38.3
60.0,1,26,14.0,93.0,40.3
184.0,0,55,29.0,104.0,40.3
176.0,1,58,23.0,106.0,40.5
157.0,1,36,23.0,109.0,40.6
3.0,0,26,1.0,75.0,37.8
179.0,0,20,28.0,109.0,41.1
65.0,0,63,13.0,90.0,39.9
105.0,0,73,18.0,97.0,40.2
125.0,0,21,22.0,103.0,40.6
110.0,1,46,20.0,99.0,40.4
70.0,1,46,16.0,91.0,40.5
91.0,0,24,19.0,96.0,40.5
141.0,1,35,23.0,105.0,40.5
13.0,1,24,5.0,87.0,39.1
60.0,0,20,14.0,90.0,40.2
187.0,1,61,27.0,101.0,40.8
6.0,1,30,4.0,78.0,38.8
152.0,1,22,27.0,106.0,40.4
9.0,0,59,2.0,85.0,38.0
72.0,0,26,14.0,99.0,40.0
76.0,0,54,14.0,95.0,40.1
25.0,0,30,6.0,89.0,39.4
53.0,1,43,10.0,97.0,39.6
54.0,0,40,11.0,94.0,39.7
146.0,1,56,22.0,101.0,40.4
90.0,0,21,18.0,98.0,40.2
194.0,0,22,29.0,111.0,40.8
128.0,1,71,19.0,98.0,40.4
70.0,1,33,17.0,91.0,40.1
46.0,1,20,13.0,91.0,39.8
94.0,1,76,14.0,92.0,40.3
40.0,1,51,10.0,85.0,39.7
2.0,1,20,2.0,78.0,38.3
31.0,0,73,6.0,89.0,39.1
86.0,1,23,16.0,103.0,40.3
17.0,0,20,5.0,82.0,39.4
100.0,0,22,21.0,95.0,40.1
135.0,0,36,23.0,103.0,40.7
8.0,0,73,2.0,79.0,38.4
3.0,1,24,3.0,75.0,38.6
170.0,1,27,28.0,106.0,40.4
34.0,0,45,8.0,85.0,39.5
165.0,1,73,22.0,102.0,40.8
110.0,1,54,20.0,95.0,39.7
59.0,0,38,13.0,91.0,39.9
80.0,0,20,17.0,95.0,40.4
5.0,1,42,2.0,79.0,38.7
22.0,0,60,5.0,85.0,39.1
13.0,1,73,3.0,81.0,38.5
82.0,0,22,19.0,93.0,40.6
33.0,0,60,7.0,87.0,39.7
69.0,0,32,12.0,101.0,40.4
63.0,1,21,20.0,91.0,40.7
10.0,1,41,4.0,80.0,38.8
133.0,1,66,20.0,100.0,40.6
222.0,1,50,29.0,111.0,40.8
55.0,0,59,10.0,92.0,39.9
27.0,0,74,5.0,90.0,38.7
124.0,0,22,21.0,105.0,40.4
101.0,1,41,19.0,97.0,40.1
193.0,0,24,30.0,109.0,40.9
106.0,1,23,22.0,102.0,40.5
130.0,1,33,21.0,105.0,40.5
18.0,1,27,6.0,87.0,39.1
199.0,1,59,25.0,107.0,40.7
153.0,1,41,23.0,105.0,40.9
13.0,1,44,3.0,85.0,38.9
118.0,1,66,17.0,98.0,40.5
136.0,0,26,21.0,109.0,40.3
126.0,1,29,28.0,96.0,41.0
9.0,1,34,3.0,84.0,38.6
172.0,1,60,24.0,104.0,40.2
179.0,0,22,27.0,112.0,40.9
22.0,1,20,7.0,90.0,39.5
22.0,1,64,6.0,80.0,39.3
138.0,0,78,22.0,101.0,40.6
92.0,0,56,16.0,97.0,40.4
94.0,1,20,23.0,97.0,40.6
112.0,0,50,19.0,100.0,40.7
147.0,1,36,25.0,103.0,40.6
196.0,0,27,28.0,114.0,40.7
94.0,1,38,16.0,100.0,40.2
24.0,1,25,9.0,86.0,39.7
153.0,1,64,21.0,102.0,40.2
105.0,1,28,24.0,95.0,40.5
110.0,1,26,17.0,109.0,40.5
13.0,1,56,3.0,85.0,38.7
7.0,0,55,2.0,76.0,38.0
70.0,0,23,16.0,90.0,40.1
142.0,0,65,21.0,105.0,40.9
11.0,1,44,3.0,83.0,38.8
11.0,1,20,6.0,82.0,39.2
155.0,1,52,26.0,98.0,40.7
85.0,0,41,17.0,93.0,40.1
68.0,0,34,14.0,94.0,40.2
176.0,1,65,24.0,102.0,40.7
155.0,0,37,26.0,104.0,40.8
52.0,0,25,13.0,86.0,40.4
12.0,1,29,3.0,91.0,38.7
87.0,0,24,16.0,101.0,40.1
195.0,0,27,30.0,112.0,40.9
212.0,1,41,29.0,110.0,40.7
80.0,1,36,15.0,98.0,40.3
137.0,1,26,24.0,104.0,40.7
148.0,1,53,22.0,103.0,40.5
84.0,1,68,11.0,102.0,39.8
166.0,0,41,28.0,102.0,40.9
52.0,1,30,12.0,95.0,40.1
153.0,1,20,27.0,108.0,40.6
42.0,0,21,9.0,94.0,39.8
22.0,1,44,6.0,86.0,38.9
34.0,0,49,8.0,87.0,39.7
99.0,0,33,18.0,99.0,40.5
160.0,1,78,21.0,102.0,40.1
74.0,1,79,13.0,88.0,40.5
98.0,1,63,16.0,92.0,40.1
3.0,0,22,1.0,81.0,38.0
107.0,1,23,21.0,102.0,40.8
97.0,1,21,21.0,97.0,40.5
55.0,1,39,16.0,86.0,40.1
101.0,0,22,19.0,100.0,40.4
30.0,1,36,10.0,83.0,40.2
20.0,0,27,5.0,87.0,39.2
168.0,0,25,25.0,112.0,40.8
1.0,1,24,1.0,76.0,38.0
163.0,0,72,23.0,110.0,40.5
118.0,1,39,22.0,99.0,40.5
123.0,1,55,19.0,99.0,40.6
74.0,0,25,15.0,96.0,40.2
106.0,1,20,21.0,103.0,40.4
14.0,0,22,3.0,92.0,38.6
47.0,1,24,11.0,93.0,40.0
52.0,0,71,10.0,90.0,39.8
234.0,1,79,27.0,106.0,40.7
60.0,1,50,11.0,94.0,39.9
105.0,1,23,21.0,101.0,40.6
196.0,1,66,25.0,106.0,40.4
214.0,1,74,23.0,109.0,40.5
68.0,1,49,12.0,94.0,40.2
147.0,1,24,25.0,105.0,40.8
88.0,1,48,14.0,100.0,40.1
181.0,1,20,30.0,106.0,40.8
58.0,1,33,15.0,89.0,40.2
105.0,0,44,17.0,105.0,40.4
78.0,0,74,15.0,92.0,40.1
76.0,1,37,15.0,97.0,40.0
90.0,1,28,17.0,100.0,40.5
64.0,1,38,15.0,91.0,40.1
12.0,1,28,4.0,86.0,39.3
174.0,1,30,22.0,114.0,40.7
7.0,1,53,2.0,81.0,38.2
13.0,0,62,3.0,84.0,39.1
17.0,0,46,4.0,86.0,38.6
60.0,0,35,12.0,94.0,39.9
78.0,0,61,14.0,95.0,40.2
89.0,1,45,17.0,94.0,40.3
131.0,0,53,23.0,97.0,40.4
10.0,0,20,4.0,73.0,38.9
204.0,1,73,24.0,107.0,41.1
65.0,1,38,14.0,95.0,40.4
31.0,0,28,8.0,85.0,39.9
132.0,0,37,20.0,109.0,40.7
105.0,0,23,22.0,94.0,40.3
157.0,0,38,25.0,106.0,41.0
23.0,1,40,5.0,91.0,39.1
174.0,1,28,25.0,113.0,40.7
